tick,type,time,meta,track,program,channel,pitch,tempo,note,velocity
0,copyright,0,1,0,,,,,,
0,program_change,0,0,0,6,0,,,,
0,pitchwheel,0,0,0,,0,0,,,
0,program_change,0,0,0,6,1,,,,
0,pitchwheel,0,0,0,,1,-590,,,
0,program_change,0,0,0,6,2,,,,
0,pitchwheel,0,0,0,,2,-272,,,
0,program_change,0,0,0,6,3,,,,
0,pitchwheel,0,0,0,,3,-353,,,
0,program_change,0,0,0,6,4,,,,
0,pitchwheel,0,0,0,,4,-560,,,
0,program_change,0,0,0,6,5,,,,
0,pitchwheel,0,0,0,,5,-80,,,
0,program_change,0,0,0,6,6,,,,
0,pitchwheel,0,0,0,,6,-625,,,
0,program_change,0,0,0,6,7,,,,
0,pitchwheel,0,0,0,,7,-130,,,
0,program_change,0,0,0,6,8,,,,
0,pitchwheel,0,0,0,,8,-512,,,
0,program_change,0,0,0,6,10,,,,
0,pitchwheel,0,0,0,,10,-464,,,
0,program_change,0,0,0,6,11,,,,
0,pitchwheel,0,0,0,,11,-208,,,
0,program_change,0,0,0,6,12,,,,
0,pitchwheel,0,0,0,,12,-553,,,
0,set_tempo,0,1,0,,,,500000,,
77,note_on,77,0,0,,12,,,83,127
230,note_off,153,0,0,,12,,,83,127
231,note_on,1,0,0,,6,,,78,127
384,note_off,153,0,0,,6,,,78,127
385,note_on,1,0,0,,2,,,74,127
538,note_off,153,0,0,,2,,,74,127
539,note_on,1,0,0,,12,,,71,127
692,note_off,153,0,0,,12,,,71,127
693,note_on,1,0,0,,6,,,66,127
846,note_off,153,0,0,,6,,,66,127
847,note_on,1,0,0,,4,,,76,127
1000,note_off,153,0,0,,4,,,76,127
1001,note_on,1,0,0,,12,,,71,127
1001,note_on,0,0,0,,4,,,76,127
1077,note_off,76,0,0,,4,,,76,127
1078,note_on,1,0,0,,2,,,74,127
1154,note_off,76,0,0,,2,,,74,127
1154,note_off,0,0,0,,12,,,71,127
1155,note_on,1,0,0,,6,,,66,127
1155,note_on,0,0,0,,4,,,76,127
1231,note_off,76,0,0,,4,,,76,127
1232,note_on,1,0,0,,2,,,74,127
1308,note_off,76,0,0,,2,,,74,127
1308,note_off,0,0,0,,6,,,66,127
1309,note_on,1,0,0,,2,,,62,127
1309,note_on,0,0,0,,4,,,76,127
1385,note_off,76,0,0,,4,,,76,127
1386,note_on,1,0,0,,2,,,74,127
1462,note_off,76,0,0,,2,,,74,127
1462,note_off,0,0,0,,2,,,62,127
1463,note_on,1,0,0,,12,,,59,127
1463,note_on,0,0,0,,4,,,76,127
1539,note_off,76,0,0,,4,,,76,127
1540,note_on,1,0,0,,2,,,74,127
1616,note_off,76,0,0,,2,,,74,127
1616,note_off,0,0,0,,12,,,59,127
1617,note_on,1,0,0,,6,,,54,127
1617,note_on,0,0,0,,1,,,73,127
1770,note_off,153,0,0,,6,,,54,127
1771,note_on,1,0,0,,4,,,64,127
1848,note_off,77,0,0,,1,,,73,127
1924,note_off,76,0,0,,4,,,64,127
1925,note_on,1,0,0,,2,,,62,127
2079,note_on,154,0,0,,6,,,78,127
2232,note_off,153,0,0,,6,,,78,127
2232,note_off,0,0,0,,2,,,62,127
2233,note_on,1,0,0,,4,,,64,127
2233,note_on,0,0,0,,6,,,78,127
2386,note_off,153,0,0,,6,,,78,127
2387,note_on,1,0,0,,7,,,67,127
2540,note_off,153,0,0,,4,,,64,127
2541,note_on,1,0,0,,1,,,61,127
2694,note_off,153,0,0,,7,,,67,127
2695,note_on,1,0,0,,4,,,76,127
2848,note_off,153,0,0,,4,,,76,127
2848,note_off,0,0,0,,1,,,61,127
2849,note_on,1,0,0,,2,,,62,127
2849,note_on,0,0,0,,4,,,76,127
3002,note_off,153,0,0,,4,,,76,127
3003,note_on,1,0,0,,6,,,66,127
3156,note_off,153,0,0,,2,,,62,127
3157,note_on,1,0,0,,12,,,59,127
3310,note_off,153,0,0,,6,,,66,127
3311,note_on,1,0,0,,2,,,74,127
3464,note_off,153,0,0,,2,,,74,127
3464,note_off,0,0,0,,12,,,59,127
3465,note_on,1,0,0,,1,,,61,127
3465,note_on,0,0,0,,2,,,74,127
3618,note_off,153,0,0,,2,,,74,127
3619,note_on,1,0,0,,4,,,64,127
3772,note_off,153,0,0,,1,,,61,127
3773,note_on,1,0,0,,11,,,58,127
3926,note_off,153,0,0,,4,,,64,127
3927,note_on,1,0,0,,1,,,73,127
4080,note_off,153,0,0,,1,,,73,127
4080,note_off,0,0,0,,11,,,58,127
4081,note_on,1,0,0,,12,,,59,127
4081,note_on,0,0,0,,1,,,73,127
4234,note_off,153,0,0,,1,,,73,127
4235,note_on,1,0,0,,2,,,62,127
4388,note_off,153,0,0,,12,,,59,127
4389,note_on,1,0,0,,7,,,55,127
4542,note_off,153,0,0,,2,,,62,127
4543,note_on,1,0,0,,12,,,71,127
4693,note_off,150,0,0,,7,,,55,127
4695,note_off,2,0,0,,12,,,71,127
4696,note_on,1,0,0,,12,,,71,127
4850,note_on,154,0,0,,6,,,66,127
5003,note_off,153,0,0,,6,,,66,127
5004,note_on,1,0,0,,6,,,66,127
5157,note_off,153,0,0,,6,,,66,127
5157,note_off,0,0,0,,12,,,71,127
5158,note_on,1,0,0,,6,,,54,127
5158,note_on,0,0,0,,11,,,70,127
5311,note_off,153,0,0,,11,,,70,127
5311,note_off,0,0,0,,6,,,54,127
5312,note_on,1,0,0,,7,,,55,127
5312,note_on,0,0,0,,1,,,73,127
5388,note_off,76,0,0,,1,,,73,127
5389,note_on,1,0,0,,12,,,71,127
5465,note_off,76,0,0,,12,,,71,127
5465,note_off,0,0,0,,7,,,55,127
5466,note_on,1,0,0,,4,,,64,127
5466,note_on,0,0,0,,11,,,70,127
5542,note_off,76,0,0,,11,,,70,127
5543,note_on,1,0,0,,12,,,71,127
5618,note_off,75,0,0,,4,,,64,127
5619,note_off,1,0,0,,12,,,71,127
5620,note_on,1,0,0,,12,,,71,127
5774,note_on,154,0,0,,6,,,66,127
5927,note_off,153,0,0,,6,,,66,127
5927,note_off,0,0,0,,12,,,71,127
5928,note_on,1,0,0,,6,,,66,127
5928,note_on,0,0,0,,1,,,73,127
6081,note_off,153,0,0,,1,,,73,127
6081,note_off,0,0,0,,6,,,66,127
6082,note_on,1,0,0,,6,,,54,127
6082,note_on,0,0,0,,11,,,70,127
6235,note_off,153,0,0,,11,,,70,127
6235,note_off,0,0,0,,6,,,54,127
6236,note_on,1,0,0,,7,,,55,127
6236,note_on,0,0,0,,1,,,73,127
6312,note_off,76,0,0,,1,,,73,127
6313,note_on,1,0,0,,12,,,71,127
6389,note_off,76,0,0,,12,,,71,127
6389,note_off,0,0,0,,7,,,55,127
6390,note_on,1,0,0,,4,,,64,127
6390,note_on,0,0,0,,11,,,70,127
6466,note_off,76,0,0,,11,,,70,127
6467,note_on,1,0,0,,12,,,71,127
